"item_id","item_type","milestone","epic_id","title","user_value","scope","dependencies","owner_type","estimate_person_days","acceptance_criteria","definition_of_done","master_spec_sections","api_operation_ids","critical_path","parallel_track","scope_exclusions","requirement_ids","delivery_status","target_release","evidence_refs","test_refs"
"EP-M3","EPIC","M3","EP-M3","礼物、消费、收益与保密一级返佣","送礼先预留再核对批准；订单/礼物消费、陪玩收益和两种一级返佣可追溯。","礼物请求/预留/审批/捕获/播报、收益、PROMOTER_FIRST_PURCHASE、PLAYER_LIFETIME、保密查询和 Adjustment。","EP-M2","product_tech_lead","29-47 (aggregate; do not sum with children)","礼物完整走请求→预留→核对→批准→捕获→记账→播报；两种返佣互斥且来源用户不可见受益人信息；冲正只新增 Adjustment。","全部 M3 Story 验收通过；并发、支付重试、保密和返佣重放测试留证。","§3.5-3.6;§6.6-6.7;§8.2;§9-12;§16(M3);§17.3;最新基线:资金预留/返佣/礼物","createOrderGiftRequest;approveGiftRequest;rejectGiftRequest;listPlayerEarnings;updatePlayerEarning;listCurrentUserCommissions;listCommissions;updateCommission","yes","gift_finance","不做礼物动画、多级返佣、自动发放、自动提现或税务。","FUND-03;FUND-04;GIFT-01;GIFT-02;GIFT-03;GIFT-04;REF-01;REF-02;REF-03;REF-04;REF-05;REF-06;REF-07","PLANNED","P0","FLOW:gift-reservation-capture;MODEL:referral-programs","AT-RES-008;AT-RFP-005"
"M3-US-01","USER_STORY","M3","EP-M3","礼物目录与订单内送礼请求","用户可从关联订单选择礼物，确认后立即预留金额并进入客服核对。","实现礼物查询、状态/时间窗口校验、快照、目标从 order.player_id 推导、Gift FundReservation、GIFT_REVIEW 任务和 Bot 面板。","M2-US-03;M0-US-05","fullstack_bot_api","3-5","仅 ACCEPTED/IN_SERVICE/PENDING_CONFIRMATION 或 completed_at 后 24 小时内 COMPLETED 可请求；目标不可伪造；提交后预留且建任务。","四个状态、COMPLETED 24 小时边界、目标防伪、预留、任务、Bot 和隐私测试通过。","§3.5;§6.6;§7.3;§9;§10.4;§17.3;最新基线:礼物与客服","listGifts;createOrderGiftRequest;getCurrentBalance","yes","gift_flow","不做脱离订单送礼、匿名礼物或动画。","GIFT-01;FUND-03","PLANNED","P0","API:createOrderGiftRequest;DB:gift-reservation","AT-GFT-001;AT-GFT-003;AT-RES-008"
"M3-US-02","USER_STORY","M3","EP-M3","客服认领、核对与分级送礼执行","客服确认真实意愿，L1 不越权，高金额由正确等级执行。","实现唯一认领、内部备注、VERIFIED/待执行、拒绝、L2/L3/L4 金额策略、payload_hash 和执行凭据过期；展示预留状态和语音链接。","M3-US-01;M0-US-03;M2-US-06","backend_security","5-8","仅一人认领；L1 只能 claim/contact/verify/submit；礼物≤200000 由 L2、200001–499999 由 L3、≥500000 由 L4 直接执行；同一人可发起并执行；数据变化使执行凭据失效。","权限矩阵、等级边界、同人发起并执行、原因、step-up/MFA、并发认领、陈旧凭据、客服卡片和不可篡改审计测试通过。","§3.5;§5.2-5.6;§6.6;§8.2;§10.4-10.6;§15.2;§17.3-17.4","claimStaffTask;verifyStaffTask;approveGiftRequest;rejectGiftRequest","yes","api_data","L1 不执行资金动作；任何级别不绕过核对。","GIFT-02;GIFT-03;ACCESS-01;REF-06","PLANNED","P0","UI:support-gift-card;API:approveGiftRequest","AT-GFT-004;AT-GFT-005;AT-RBAC-003"
"M3-US-03","USER_STORY","M3","EP-M3","礼物捕获、消费记账与播报恢复","用户只支付一次，播报失败不影响送礼成功。","批准时捕获现有 Gift FundReservation，原子写 external_transaction/consumption；成功后 Outbox 播报，补发仅重试消息。","M3-US-02;M0-US-04;M0-US-05","integration_backend","4-6","重复批准最多捕获一次并产生一条原始消费；批准不新建第二预留；余额或预留失效不扣；播报失败不重扣且可补发。","Provider、数据库幂等、reservation capture、Outbox 和 Discord 播报 E2E 通过。","§3.5;§6.6;§8.2;§9;§11.1-11.3;§12;§17.3","approveGiftRequest;handlePaymentWebhook;retryJob","yes","payment_integration","不因播报失败退款或再次捕获，不做礼物动画。","FUND-03;GIFT-03;GIFT-04","PLANNED","P0","DB:gift-reservation-capture;OUTBOX:gift-broadcast","AT-GFT-006;AT-GFT-007;AT-WHK-002"
"M3-US-04","USER_STORY","M3","EP-M3","陪玩收益确认、支付标记与调整","运营按结算快照管理陪玩收益并保留完整历史。","订单完成/结案创建唯一 PENDING PlayerEarning；L3 确认和人工支付；退款或纠错仅新增 PlayerEarningAdjustment。","M2-US-04;M2-US-06","backend_api","4-6","每订单仅一条原始 PlayerEarning；金额来自快照/结案；确认和支付记录操作者/原因；原记录不改，调整金额非负且 type 决定方向。","金额、唯一性、状态迁移、PlayerEarningAdjustment 和权限测试通过；无删除端点。","§2.1;§3.10;§5.3-5.4;§6.4-6.5;§9;§10.4;§17.3","listPlayerEarnings;updatePlayerEarning;listCurrentPlayerEarnings","no","finance_domain","不自动提现、转账、税务或工资单。","REF-07;NAME-04","PLANNED","P0","DB:PlayerEarningAdjustment;API:updatePlayerEarning","AT-EAR-001;AT-EAR-002;AT-EAR-003"
"M3-US-05","USER_STORY","M3","EP-M3","统一消费历史与本人返佣视图","用户可查看订单/礼物消费及自己作为受益人的返佣，数据私密且可分页。","统一 Consumption 时间线；返佣查询按 beneficiary_id=current_user，来源用户脱敏；退款显示 Adjustment 影响。","M3-US-03;M3-US-04","backend_api","4-7","订单和礼物消费不重复；个人仅看本人消费与本人受益返佣；source user 被掩码；退款不改原 Commission，只新增 CommissionAdjustment。","消费、分页、归属、脱敏、CommissionAdjustment 和重放测试通过。","§2.1;§3.6;§6.7;§8.2;§9;§10.2;§10.4;§15;§17.3","listCurrentUserConsumptions;listCurrentUserCommissions;updateCommission","no","finance_domain","不做多级返佣、自动发放或公开来源用户。","REF-04;REF-05;REF-07;NAME-04","PLANNED","P0","API:listCurrentUserCommissions;DB:CommissionAdjustment","AT-HIS-001;AT-RFP-005;AT-RFP-006;AT-RFP-008"
"M3-US-06","USER_STORY","M3","EP-M3","礼物资金预留完整生命周期","礼物从确认到批准、拒绝、过期或撤回均有明确资金结果。","确认创建 reservation；批准 capture；拒绝/过期/用户撤回 release；不足时禁用确认并显示差额/充值入口；所有动作由 API 并发控制。","M1-US-08;M3-US-01;M3-US-02;M3-US-03","backend_payment_data","4-7","价格>availableMinor 时 confirm 禁用；客服不手算余额；批准只捕获原预留；拒绝/过期/撤回只释放一次；并发审批与撤回仅一方成功。","生命周期、边界、并发、幂等、Provider hold/fallback 和 UI 状态测试通过。","最新基线:资金预留/礼物与客服;§6.6;§8.2","createOrderGiftRequest;approveGiftRequest;rejectGiftRequest;cancelGiftRequest","yes","payment_data","不允许客服改预留金额或批准时重新创建主预留。","FUND-03;FUND-04;FUND-05;FUND-06;GIFT-01;GIFT-03","PLANNED","P0","OPENAPI:cancelGiftRequest;DB:gift-reservation-lifecycle","AT-RES-008;AT-RES-009"
"M3-US-07","USER_STORY","M3","EP-M3","保密的两种一级返佣计划","运营可管理老板带新和陪玩长期带客，来源用户看不到返佣受益信息。","实现 PROMOTER_FIRST_PURCHASE 与 PLAYER_LIFETIME；一名客户一个互斥来源；绑定/改绑/调整审计；按净消费结算；受益人查询掩码来源。","M3-US-04;M3-US-05","backend_finance_security","5-8","PROMOTER 仅首笔符合条件结算一次；PLAYER_LIFETIME 按配置持续结算；用户不可自助改来源；referred-user API/Discord/error/export/notification 不泄露受益人、计划、比例、金额或状态；L1 不见受益人/金额。","两计划、互斥唯一性、净消费、退款 Adjustment、L1-L4 scope、隐私快照及事件重放测试通过。","最新基线:返佣;§3.6;§5;§6.7;§9;§10.2;§10.4","listCurrentUserCommissions;listCommissions;updateCommission;createReferralAttribution;correctReferralAttribution;getReferralAttributionConfidential;listReferralAttributions;getCommissionConfidential","yes","finance_security","不做多级返佣、用户自助改绑、自动发放或代理体系。","REF-01;REF-02;REF-03;REF-04;REF-05;REF-06;REF-07;NAME-01;NAME-04","PLANNED","P0","MODEL:PROMOTER_FIRST_PURCHASE;MODEL:PLAYER_LIFETIME;POLICY:referral-confidentiality","AT-RFP-001;AT-RFP-002;AT-RFP-003;AT-RFP-004;AT-RFP-005;AT-RFP-006;AT-RFP-007;AT-RFP-008"
"EP-M4","EPIC","M4","EP-M4","Dashboard、四级权限与运营控制面","客服和管理人员在同一后台按 L1-L4 安全处理订单、礼物、审批、配置和异常。","OAuth2、Capabilities、统一订单/客服工作台、四级权限、Role 映射、Discord /bot-config、交易时间线、八项指标、审计和失败 Job。","EP-M0;EP-M2;EP-M3","product_tech_lead","43-67 (aggregate; do not sum with children)","四级账号通过权限 E2E；L1 无资金/破坏性动作；Role 不超过内部等级；/bot-config 按 L3/L4 权限安全修改并审计；时间线可追溯；八项指标口径稳定。","全部 M4 Story 验收通过；页面状态、越权和跨客户端一致性有证据。","§3.7-3.9;§5;§10.4-10.6;§13;§16(M4);§17.4;最新基线:P0对齐;Bot配置面板设计§1-9","getCurrentStaffCapabilities;getDashboardSummary;listStaffTasks;listAdminOrders;getAdminOrder;getDashboardSummary;createApprovalRequest;listAuditLogs;syncDiscordRoles;getBotConfig;updateBotConfig;validateBotConfigChange;testBotConfigDelivery","yes","dashboard_security","不做完整 CRM、独立工单、完整 BI/对账/导出、手机 App、独立配置网页、可点击配置 Demo 或成熟通知中心。","OPS-02;ACCESS-01;ACCESS-02;LEDGER-01;METRIC-01","PLANNED","P0","UI:operations-dashboard;POLICY:four-level-access;BOT:/bot-config","AT-RBAC-001;AT-TML-001;AT-MET-001;AT-CFG-001;AT-CFG-010"
"M4-US-01","USER_STORY","M4","EP-M4","Dashboard OAuth2、会话与 Capabilities 外壳","工作人员安全登录后只看到实际生效级别和可用能力。","实现 Discord OAuth2、staff 校验、安全 Cookie、CSRF、permissions_version、Capabilities、导航壳和 401/403。","M0-US-03","frontend_backend_security","4-6","无有效 staff_account 不能登录；自报 Role/level 无效；角色变化后旧会话失效；直达 URL 仍由 API 拒绝。","认证、CSRF、会话撤销和 UI/API 测试通过；Token 不进 localStorage。","§5.7;§10.1;§10.5-10.6;§13.1;§13.5;§14.3;§17.4","getCurrentStaffCapabilities;getDashboardSummary","yes","dashboard","不让 Discord Role 单独成为授权事实，不实现密码登录。","ACCESS-01;ARCH-01","PLANNED","P0","API:getCurrentStaffCapabilities;UI:dashboard-shell","AT-AUTH-002;AT-RBAC-001"
"M4-US-02","USER_STORY","M4","EP-M4","L1 统一订单与客服工作台","基础客服可认领、联系、核对、备注和提交建议，但不能执行资金或破坏性动作。","实现摘要、个人/团队任务、订单工作台、筛选、详情、匹配/readiness/automation 状态、频道/语音链接、备注、认领和升级。","M4-US-01;M2-US-05;M3-US-02","frontend_dashboard","5-8","L1 仅见个人 scope 和脱敏数据；可认领/联系/核对/备注/提交；退款、礼物批准、取消已接单、封禁和配置不可执行；页面状态齐全。","组件、API scope、L1 E2E 和跨客户端状态一致性通过。","§3.7-3.8;§5.2-5.6;§6.8;§10.4-10.6;§13.1-13.6;§17.4","getDashboardSummary;listStaffTasks;claimStaffTask;verifyStaffTask;getAdminOrder;createApprovalRequest;getApprovalRequest;listApprovalRequests;approveApprovalRequest;rejectApprovalRequest","no","dashboard","不建设独立客服工单、聊天归档或复杂 SLA。","OPS-02;ACCESS-01;REF-06","PLANNED","P0","UI:order-support-workbench;API:listStaffTasks","AT-SUP-001;AT-RBAC-002;AT-RFP-005"
"M4-US-03","USER_STORY","M4","EP-M4","订单、用户、陪玩与业务配置页面","L2-L4 可按职责查询和维护 P0 业务对象，写操作复用统一 API。","实现搜索、订单/用户/陪玩详情、服务/礼物目录、返佣、陪玩收益页面和所需读写 API。","M4-US-01;M2-US-06;M3-US-05","frontend_dashboard","5-8","多标识可检索且按 scope 脱敏；L2 价格规则只读；L3 可版本化维护；收益操作有原因且无硬删除。","页面、分页、筛选、权限、金额格式和写用例 E2E 通过。","§5.3;§9;§10.4;§13.1-13.6;§17.4","listAdminOrders;getAdminOrder;listAdminUsers;getAdminUser;listAdminPlayers;getAdminPlayer;listServiceCatalogVersions;createServiceCatalogVersion;updateServiceCatalogVersion;listAdminGiftCatalogItems;createGiftCatalogItem;updateGiftCatalogItem;listCommissions;listPlayerEarnings;updatePlayerEarning;createUserRiskFlag;setUserOperationalStatus;listAdminUserConsumptions;getAdminGiftRequest;listAdminGiftRequests","no","dashboard","不做营销画像、完整财务报表、数据仓库或复杂批量操作。","ARCH-01;OPS-02;REF-06","PLANNED","P0","UI:business-object-pages;API:admin-resource-operations","AT-RBAC-003;AT-CAT-003;AT-EAR-002"
"M4-US-04","USER_STORY","M4","EP-M4","金额策略、MFA 与 step-up","业务操作由满足最低等级、金额权限和近期验证的人直接执行。","实现执行影响预览、payload_hash、过期、L2/L3/L4 阈值、最低等级直执、同人发起执行、L3/L4 MFA 和 15 分钟 step-up。","M4-US-01;M2-US-06;M3-US-02","backend_security","5-8","L2 礼物≤200000、退款≤50000；中间区间由 L3；≥500000 必须 L4 且不强制不同人员复核；同一人可发起并执行；数据变化使执行凭据失效；敏感动作无 step-up 返回 428。","等级边界、同人发起执行、原因、过期/陈旧、MFA 恢复、不可篡改审计和幂等重放测试通过。","§5.3-5.4;§10.5-10.6;§13.4-13.6;§14.2-14.3;§15;§17.4","getCurrentStaffCapabilities;beginStepUp;completeStepUp;enrollMfa;verifyMfaEnrollment","yes","security","不实现企业 IAM、强制硬件密钥或自定义权限级别。","ACCESS-01;ACCESS-02;GIFT-03","PLANNED","P0","POLICY:minimum-level-execution;UI:operation-impact-preview","AT-RBAC-004;AT-RBAC-005;AT-GFT-005"
"M4-US-05","USER_STORY","M4","EP-M4","Discord Role 映射、高级授权与即时撤权","Role 变化同步到后台，且绝不能把人员提升到超过内部批准等级。","实现启动/guildMemberUpdate 同步、版本化映射、L1/L2 自动生效、L3/L4 PENDING_ELEVATION、L4 确认、bootstrap、降级和会话撤销。","M4-US-01;M4-US-04","backend_bot_security","5-8","Discord Role 只给候选级别；effective level=min(mapped,internally approved)；首次 L3/L4 未批不生效；移除 Role 后会话撤销；bootstrap 仅一次。","Role 同步、重放、升降级、会话撤销、上限和审计 E2E 通过。","§5.7;§9;§10.5-10.6;§11.1-11.2;§12;§14.2-14.3;§17.4;§18","listDiscordRoleMappings;updateDiscordRoleMapping;syncDiscordRoles;updateStaffRole;approveStaffRoleElevation;revokeStaffSessions","yes","security_bot","不根据客户端 Role ID 临时授权，不允许 L3 授予 L4。","ACCESS-01;ACCESS-02","PLANNED","P0","BOT:role-sync;POLICY:effective-access-cap","AT-ROL-001;AT-ROL-004;AT-RBAC-006"
"M4-US-06","USER_STORY","M4","EP-M4","审计、失败任务与最小系统设置","运营可不直改数据库地追查操作、恢复展示任务和维护 P0 配置。","实现按 scope 的不可变审计查询、失败 Job 列表/重试、政策/频道/超时配置版本化修改和 request_id 错误展示。","M4-US-01;M0-US-05","frontend_backend_ops","4-6","L1 看自己、L2 团队、L3 业务、L4 全部；Job 重试不重复交易；配置修改有级别、原因、版本和审计；无财务/审计删除。","scope、配置并发、Job 重试和审计完整性测试通过。","§5.3-5.4;§9;§10.4-10.5;§12.1;§13;§14.2;§17.4-17.5","listAuditLogs;listFailedJobs;retryJob;getPolicySettings;updatePolicySetting","no","dashboard_ops","不做日志分析平台或任意 SQL 管理入口。","ACCESS-02;GIFT-04","PLANNED","P0","UI:audit-jobs-settings;API:listAuditLogs","AT-AUD-001;AT-AUD-004;AT-CHN-003"
"M4-US-07","USER_STORY","M4","EP-M4","累积权限解析器与跨渠道一致授权","L1_SUPPORT、L2_SUPERVISOR、L3_OPERATIONS、L4_ADMIN_OWNER 在 Bot 和 Dashboard 按累积继承获得一致权限。","实现累积权限解析器，按 L1<L2<L3<L4 合并低级全部执行权限，并统一资源/action/scope 矩阵、金额阈值、破坏性操作定义、推荐隐私和 Role 上限；用同一 API policy 对 Bot/Dashboard 授权。","M4-US-01;M4-US-04;M4-US-05","backend_security_qa","4-6","高级别自动拥有低级全部执行权限；业务操作按最低等级直接执行且同一人可发起并执行；≥500000 必须 L4 但不强制不同人员复核；保留原因、step-up/MFA 和不可篡改审计；Discord 映射不越内部等级。","累积解析、金额边界、四角色两客户端 E2E、拒绝审计及 AT-RBAC-010/011 通过。","最新基线:P0产品边界/返佣/P0对齐;§5;§10.5-10.6","getCurrentStaffCapabilities;syncDiscordRoles","yes","security_qa","不增加第五级、自定义角色设计器或客户端本地授权。","ACCESS-01;ACCESS-02;REF-06","PLANNED","P0","POLICY:cumulative-permission-resolver;E2E:bot-dashboard-rbac","AT-RBAC-001;AT-RBAC-009;AT-RBAC-010;AT-RBAC-011"
"M4-US-08","USER_STORY","M4","EP-M4","统一业务交易时间线","客服和管理人员可按订单追溯余额快照、预留、消费、退款、收益、返佣和调整。","建立只读 timeline projection，合并 provider balance snapshot、FundReservation、Consumption、Refund、PlayerEarning、Commission 及对应 Adjustment；按权限脱敏。","M1-US-08;M2-US-06;M3-US-03;M3-US-04;M3-US-05","backend_dashboard","4-6","事件按 occurredAt/id 稳定排序；每项有 type/status/amount/currency/source/reference；原记录与 Adjustment 分离；L1 不见受限返佣信息；无删除/编辑。","projection、金额方向、分页、脱敏、空/异常状态和 Dashboard E2E 通过。","最新基线:P0对齐-统一交易时间线;§9;§13","getAdminOrder","no","dashboard_data","不做总账替代、完整财务对账、导出或会计科目。","LEDGER-01;OPS-02;REF-04;REF-06;NAME-04","PLANNED","P0","OPENAPI:getAdminOrder;UI:transaction-timeline","AT-TML-001;AT-HIS-002;AT-RFP-005"
"M4-US-09","USER_STORY","M4","EP-M4","八项启动运营指标","运营在首页快速看清订单、任务、资金预留、派单和异常健康度。","实现今日订单、进行中订单、待处理任务、已完成净消费、礼物净消费、预留总额、派单成功率、异常数；固定时区、币种和口径。","M4-US-02;M4-US-08","backend_dashboard","3-5","八项指标同屏显示；时间窗和状态口径可追溯；金额按 currency 分组不混算；派单成功率分母为有效派单轮次；无权限项不泄露。","聚合查询、边界时间、退款/Adjustment、空数据、权限和 Dashboard 快照测试通过。","最新基线:P0对齐-最小运营统计;§13","getDashboardSummary","no","dashboard_data","不做下钻 BI、趋势图、导出、完整对账或绩效分析。","METRIC-01;LEDGER-01;ACCESS-02","PLANNED","P0","OPENAPI:getDashboardSummary;UI:eight-metric-summary","AT-MET-001;AT-MET-002"
"M4-US-10","USER_STORY","M4","EP-M4","/bot-config 精简程序设计与实现","L3/L4 可在 Discord 内安全维护 Bot 日常配置，无需手工输入频道或 Role ID。","实现 Guild-only /bot-config Slash Command、Sapphire component handlers、ephemeral presenter 与统一 API client；Channel Select/Role Select 后先预览校验并取得短期 validationToken 再确认；API 以 staff_account 和 bot_config.read、bot_config.operational.manage、bot_config.security.manage 最终授权，处理版本冲突、立即刷新缓存、追加审计和重启重载。","M0-US-03;M0-US-05;M4-US-05;M4-US-07","backend_bot_api","4-6","L3 可读并修改运营字段；L4 累积继承 L3 且可修改 Role 映射；L3 Role 写入返回 403；无效频道、对象类型或 Bot 权限不保存；PATCH 必须携带绑定 actor/Guild/version/changes/reason 的有效 validationToken；确认时用 expectedVersion，冲突返回 409；成功后下一次业务动作使用新配置，修改写审计，重启后从 API 重载，响应仅操作者可见。","AT-CFG-001..010 全部通过；四个 operationId 契约一致；预览防绕过、权限拒绝、立即生效、审计和重载有自动化证据；未新增网页或可点击 Demo。","Bot配置面板设计§1-9;§5;§10.1;§12.1;§17.4","getBotConfig;updateBotConfig;validateBotConfigChange;testBotConfigDelivery","yes","security_bot","不做独立配置网页、Dashboard 配置页、可点击 Demo、可运行 UI Prototype、Secrets/目录/价格/礼物/返佣配置或任意工作流设计器。","ACCESS-01;ACCESS-02;OPS-02","PLANNED","P0","BOT:/bot-config;OPENAPI:getBotConfig;POLICY:bot_config.read;POLICY:bot_config.operational.manage;POLICY:bot_config.security.manage","AT-CFG-001;AT-CFG-002;AT-CFG-003;AT-CFG-004;AT-CFG-005;AT-CFG-006;AT-CFG-007;AT-CFG-008;AT-CFG-009;AT-CFG-010"
"EP-M5","EPIC","M5","EP-M5","验收、真实集成与可恢复部署","团队可在测试 Server 和第三方沙箱稳定演练 P0，并具备上线与恢复依据。","自动回归、Discord/Dashboard E2E、真实 Provider 沙箱、生产样部署、安全检查、备份恢复、UAT 与发布门禁。","EP-M1;EP-M2;EP-M3;EP-M4","delivery_lead","16-27 (aggregate; do not sum with children)","全部 P0 验收通过；无阻断缺陷；备份恢复和 Bot 重启演练成功；Provider 沙箱可对账。","全部 M5 Story 和发布门禁签署完成，证据可追溯 Story 与 Requirement ID。","§12;§14-17;§16(M5);最新基线:全部P0要求","getHealth;getReadiness;handlePaymentWebhook","yes","qa_devops","不承诺生产 SLA、自动扩容、多区域容灾或 24x7 值守。","ARCH-01;PL-01;PL-02;PL-03;PL-04;PL-05;PL-06","PLANNED","P0","TRACE:p0-requirements-tests;RUN:release-gate","AT-AUD-004;AT-REC-005"
"M5-US-01","USER_STORY","M5","EP-M5","P0 自动化回归与跨客户端 E2E","发布决策有可重复证据，Bot 与 Dashboard 对同一动作得到同一业务结果。","补齐单元、数据库、Provider、API、RBAC、Sapphire 和 E2E；建立 Requirement ID→Story→operationId→test→evidence 追踪矩阵。","EP-M1;EP-M2;EP-M3;EP-M4","qa_automation","6-10","PL-01..PL-06、资金生命周期、礼物、返佣保密、四级权限、时间线和八指标均有自动或手工证据；金额边界和并发通过。","CI 全绿；失败可复现；记录含环境、构建、Requirement/Story ID、结果和证据链接。","§15;§17;最新基线:全部P0要求","none","yes","qa","不追求 P1 设备矩阵或性能压测平台。","PL-01;PL-02;PL-03;PL-04;PL-05;PL-06;FUND-01;FUND-02;FUND-03;FUND-04;FUND-05;FUND-06;REF-01;REF-02;REF-03;REF-04;REF-05;REF-06;REF-07;ACCESS-01;ACCESS-02;LEDGER-01;METRIC-01","PLANNED","P0","TRACE:requirements-test-matrix;CI:p0-regression","AT-AUD-004;AT-RBAC-001;AT-MET-001"
"M5-US-02","USER_STORY","M5","EP-M5","真实 Provider 沙箱与生产样部署恢复","系统能安全连接外部服务，并从常见故障恢复。","实现真实 Adapter、签名/回调/对账、Provider hold 能力探测与 fallback、环境隔离、Compose、Secret、迁移、备份恢复和 Bot/Worker 重启演练。","M5-US-01;M0-US-04","integration_devops","6-10","环境隔离；沙箱 createReservationDebit/createRefund/重复 Webhook/UNKNOWN 可收敛；hold 支持与 fallback 均验证；空环境可部署；恢复后幂等、预留和 Outbox 完整。","另一成员按 Runbook 成功部署/恢复；凭证扫描、健康、日志和告警通过。","§10.7;§11;§12;§14;§15.1;§17.5;最新基线:资金预留","getHealth;getReadiness;handlePaymentWebhook","yes","payment_devops","不建设 Kubernetes、多区域容灾、自动扩容或自研支付。","ARCH-02;FUND-06","PLANNED","P0","RUN:provider-sandbox;RUN:backup-restore","AT-WHK-003;AT-REC-003;AT-REC-005"
"M5-US-03","USER_STORY","M5","EP-M5","安全审查、业务 UAT 与发布门禁","产品、运营、客服和开发对 P0 行为达成一致，已知风险不被误当上线能力。","执行权限/隐私/日志检查，按用户/陪玩/L1-L4 流程 UAT，核对配置、回滚条件、阻断缺陷和路线图非目标。","M5-US-01;M5-US-02","delivery_lead","4-7","用户、陪玩、L1-L4 完成 UAT；频道/Role/阈值/目录/礼物/返佣配置核对；无核心链路与隔离阻断；路线图明确。","UAT、风险接受、配置快照、回滚入口和发布检查表由产品/运营/技术签署。","§2.2-2.3;§14.3;§16(M5);§17;§18;最新基线:下一阶段/近期不做","none","yes","release","不把预约、陪玩试音、用户选陪玩、指定陪玩或其他 P1 能力纳入发布门禁。","RM-01;RM-02;RM-03;RM-04;RM-05;RM-06;RM-07;RM-08;RM-09","PLANNED","P0","UAT:p0-role-flows;DOC:p0-roadmap-exclusions","AT-AUD-004;AT-RBAC-009;AT-RFP-005"
